name,wc,n_fights,tier_label,tier_score,best_rank,ever_champion,max_defenses,dual_weight_champ,is_incumbent,win_rate,reach_cm,ko_rate,sig_per_r,sig_acc,str_def,leg_pct,clinch_pct,body_per_r,td_per_r,td_avg_acc,td_def,sub_rate,ctrl_per_r,gnp_per_r,pct_reach,pct_striking_power,pct_striking_volume,pct_striking_accuracy,pct_striking_defense,pct_leg_kicks,pct_clinch,pct_body,pct_td_frequency,pct_td_accuracy,pct_td_defense,pct_submission,pct_control,pct_ground_pound,x,y,z
Oban Elliott,Welterweight,5,E,13,,False,0.0,False,False,0.8,182.88,0.2,16.3571,0.4914,0.6076,0.179,0.0611,2.4285714285714284,0.2857,44.0,0.5238,0.0,72.4286,3.0,3.42,6.75,6.29,7.25,8.34,6.55,2.58,4.39,4.65,6.96,3.54,3.07,7.3,7.98,-0.2616,-0.5288,-0.9049
Ode Osbourne,Flyweight,13,E,11,,False,0.0,False,False,0.5909090909090909,185.42,0.2308,12.28,0.4039,0.4926,0.1466,0.0391,2.52,0.24,30.0,0.6591,0.0,17.36,1.6,10.0,7.43,3.71,3.11,2.8,5.42,1.67,4.58,4.12,3.67,5.98,3.07,2.14,4.98,-0.542,-0.0422,-1.0908
Olivier Aubin-Mercier,Lightweight,12,D,33,15.0,False,0.0,False,False,0.6875,177.8,0.0833,11.3438,0.5149,0.5585,0.1019,0.157,2.4375,0.7188,33.0,0.7059,0.3333,81.5938,1.375,2.99,3.93,3.14,8.19,5.96,3.4,6.84,4.41,8.15,4.25,7.02,9.43,7.93,4.35,0.3281,0.7842,-0.4454
Oluwale Bamgbose,Middleweight,5,E,9,,False,0.0,False,False,0.6,198.12,0.2,8.6667,0.4815,0.5544,0.2436,0.1923,2.4444444444444446,0.2222,33.0,0.375,0.0,15.7778,1.4444,8.82,6.75,1.91,6.78,5.73,8.53,7.85,4.43,3.84,4.25,2.04,3.07,1.98,4.53,-0.5051,-0.634,-1.9345
Omar Morales,Lightweight,7,E,11,,False,0.0,False,False,0.7333333333333333,185.42,0.0,15.2632,0.3786,0.5892,0.1586,0.0724,2.9473684210526314,0.1579,100.0,0.625,0.0,28.2632,0.7368,7.74,2.21,5.62,2.25,7.6,5.81,3.18,5.49,2.99,9.91,5.23,3.07,3.14,2.45,-0.5118,-1.5874,-1.0402
Omari Akhmedov,Middleweight,15,D,37,11.0,False,0.0,False,False,0.7777777777777778,185.42,0.1333,14.0789,0.3438,0.5579,0.1178,0.1215,2.3421052631578947,0.8158,45.0,0.6591,0.0667,61.2632,2.1316,2.96,4.94,4.84,1.52,5.92,4.13,5.53,4.17,8.61,7.18,5.98,5.53,6.53,6.43,0.0046,-0.6544,0.875
Oskar Piechota,Middleweight,6,E,11,,False,0.0,False,False,0.7857142857142857,193.04,0.1667,14.8182,0.5224,0.5174,0.1043,0.2147,2.3636363636363638,0.1818,40.0,0.3846,0.0,44.5455,2.3636,7.21,5.94,5.34,8.4,3.91,3.48,8.26,4.24,3.25,6.01,2.12,3.07,4.97,6.92,-0.2292,-0.8451,0.422
Ottman Azaitar,Lightweight,5,E,13,,False,0.0,False,False,0.8125,180.34,0.4,13.8333,0.4462,0.5247,0.0602,0.2048,4.0,0.0,0.0,1.0,0.0,2.8333,1.3333,4.92,9.27,4.67,5.07,4.27,1.83,8.13,7.51,1.29,1.28,9.9,3.07,1.07,4.2,-0.7574,0.7314,-1.8695
Oumar Sy,Light Heavyweight,5,E,19,,False,0.0,False,False,0.9230769230769231,210.82,0.2,16.2222,0.4834,0.668,0.2945,0.0822,3.111111111111111,0.7778,36.0,0.6667,0.2,96.7778,1.4444,9.69,6.75,6.16,6.87,9.72,9.32,3.59,5.83,8.4,5.09,6.2,8.21,8.77,4.53,0.0314,0.4807,1.1101
Ovince Saint Preux,Light Heavyweight,28,C,47,5.0,False,0.0,False,False,0.6,203.2,0.2143,12.7903,0.4586,0.4722,0.1223,0.0946,3.5161290322580645,0.2419,36.0,0.6842,0.1786,28.6774,1.0484,9.13,7.13,4.04,5.71,2.31,4.33,4.18,6.63,4.12,5.09,6.57,7.84,3.19,3.32,-0.4638,0.4524,-0.4846
Pablo Garza,Featherweight,6,E,10,,False,0.0,False,False,0.75,185.42,0.1667,14.2727,0.4373,0.5,0.1847,0.1146,3.8181818181818183,0.2727,25.0,0.0909,0.1667,49.0909,5.7273,8.64,5.94,5.0,4.69,3.0,6.79,5.16,7.21,4.51,2.81,1.1,7.58,5.49,9.7,1.1969,0.5493,-0.4749
Paddy Holohan,Flyweight,5,E,13,,False,0.0,False,False,0.8571428571428571,175.26,0.0,10.1667,0.4639,0.4633,0.1967,0.0246,2.1666666666666665,0.9167,47.0,0.7143,0.2,152.3333,3.4167,7.75,2.21,2.53,5.96,2.08,7.15,1.3,3.76,9.05,7.56,7.18,8.21,9.91,8.5,1.6216,-0.3119,-0.2161
Paddy Pimblett,Lightweight,8,C,48,5.0,False,0.0,False,False,0.8846153846153846,185.42,0.25,25.2632,0.5257,0.4266,0.2021,0.0771,4.578947368421052,0.2105,28.0,0.4444,0.375,56.0,4.2105,7.74,7.69,9.54,8.5,1.46,7.33,3.4,8.23,3.65,3.32,2.63,9.62,6.07,9.16,-0.3095,2.0123,1.0703
Paige VanZant,Women's Strawweight,9,D+,44,6.0,False,0.0,False,False,0.6153846153846154,165.1,0.2222,13.6957,0.5207,0.4256,0.1238,0.3302,3.4347826086956523,0.3478,33.0,0.3438,0.2222,87.7391,4.4348,7.64,7.28,4.57,8.34,1.45,4.43,9.62,6.42,5.31,4.25,1.83,8.6,8.36,9.24,1.6662,1.991,-1.2398
Pannie Kianzad,Women's Bantamweight,11,D+,44,6.0,False,0.0,False,False,0.6538461538461539,167.64,0.0,23.7667,0.4924,0.5142,0.1038,0.1725,4.7,0.1333,33.0,0.6562,0.0,38.5667,0.4667,3.14,2.21,9.21,7.29,3.75,3.46,7.36,8.4,2.62,4.25,5.9,3.07,4.31,1.8,-0.9772,-1.4299,-0.2878
Parker Porter,Heavyweight,8,E,10,,False,0.0,False,False,0.6086956521739131,190.5,0.125,26.3571,0.5083,0.4939,0.1653,0.1057,2.7857142857142856,0.3571,26.0,0.6667,0.0,60.2857,1.0714,2.77,4.77,9.64,7.94,2.86,6.04,4.73,5.18,5.44,2.99,6.2,3.07,6.45,3.43,-0.9323,-1.1566,2.3835
Pat Barry,Heavyweight,12,E,11,,False,0.0,False,False,0.5333333333333333,187.96,0.3333,9.8947,0.5208,0.5957,0.4255,0.0372,0.631578947368421,0.0,0.0,0.7619,0.0,20.4737,0.7895,1.93,8.71,2.42,8.34,7.88,9.92,1.6,1.15,1.29,1.28,8.1,3.07,2.5,2.55,-1.2831,-0.0125,-1.2509
Pat Healy,Lightweight,6,D+,41,9.0,False,0.0,False,False,0.5964912280701754,182.88,0.0,15.9375,0.346,0.4683,0.098,0.2275,4.75,0.5625,37.0,0.44,0.0,68.625,1.625,6.44,2.21,6.01,1.57,2.16,3.26,8.58,8.48,7.2,5.32,2.57,3.07,7.07,5.05,0.2066,-1.6161,1.2982
Pat Miletich,Lightweight,10,A,82,,True,4.0,False,False,0.8055555555555556,,0.2,7.0,0.4482,0.6439,0.2381,0.3129,1.8571428571428572,0.4762,100.0,0.5417,0.3,78.8333,1.1905,9.93,6.75,1.39,5.19,9.35,8.34,9.49,3.02,6.51,9.91,3.82,9.24,7.7,3.84,0.9438,1.2407,-1.9022
Pat Sabatini,Featherweight,11,E,15,,False,0.0,False,False,0.8,177.8,0.0,7.4167,0.546,0.5414,0.1124,0.118,1.2916666666666667,1.25,48.0,0.5,0.2727,187.125,3.6667,4.38,2.21,1.49,9.08,5.04,3.88,5.34,2.02,9.66,7.72,3.27,8.95,9.99,8.74,2.6135,0.1189,-0.0045
Patrick Cote,Middleweight,21,E,13,,False,0.0,False,False,0.6764705882352942,190.5,0.1905,12.4906,0.4804,0.4839,0.2417,0.2039,2.0377358490566038,0.1887,20.0,0.4444,0.0,46.3396,2.3019,5.82,6.43,3.87,6.71,2.56,8.47,8.11,3.4,3.41,2.24,2.63,3.07,5.14,6.78,0.0131,-0.7119,-0.9573
Patrick Cummins,Light Heavyweight,13,D+,41,9.0,False,0.0,False,False,0.5882352941176471,193.04,0.1538,18.4444,0.5076,0.5587,0.0763,0.1707,1.8888888888888888,1.2963,41.0,0.2857,0.0,104.6667,7.0,5.81,5.57,7.4,7.91,5.98,2.38,7.32,3.04,9.72,6.28,1.46,3.07,9.07,9.88,1.2935,-1.2289,1.5361
Paul Buentello,Heavyweight,6,E,10,,False,0.0,False,False,0.6730769230769231,195.58,0.3333,12.0,0.4632,0.5091,0.0833,0.4318,2.909090909090909,0.0909,33.0,0.2308,0.1667,24.8182,1.3636,4.28,8.71,3.54,5.94,3.44,2.67,9.91,5.42,2.14,4.25,1.25,7.58,2.84,4.32,-0.2362,0.8497,-0.6342
Paul Craig,Light Heavyweight,21,D+,42,8.0,False,0.0,False,False,0.6296296296296297,193.04,0.1429,10.7949,0.4537,0.4341,0.1829,0.1354,3.41025641025641,0.4103,18.0,0.3529,0.2857,35.1026,2.0769,5.81,5.23,2.85,5.5,1.55,6.71,6.1,6.39,5.9,2.06,1.9,9.09,3.88,6.24,0.6178,0.6499,1.4009
Paul Felder,Lightweight,15,D+,44,6.0,False,0.0,False,False,0.7391304347826086,177.8,0.2667,17.7442,0.4462,0.4877,0.2163,0.1442,3.4651162790697674,0.093,28.0,0.6486,0.0667,35.6279,2.2326,2.99,7.89,7.07,5.07,2.63,7.82,6.4,6.53,2.17,3.32,5.75,5.53,3.94,6.62,-0.4191,0.3331,-0.8855
Paul Kelly,Lightweight,9,E,11,,False,0.0,False,False,0.7368421052631579,177.8,0.1111,14.7727,0.3797,0.5954,0.08,0.1415,2.1818181818181817,0.4091,60.0,0.3077,0.1111,109.0,7.5909,2.99,4.47,5.29,2.3,7.86,2.54,6.3,3.81,5.9,9.12,1.59,6.35,9.22,9.95,2.6393,-0.4306,-0.3
Paul Sass,Lightweight,5,E,13,,False,0.0,False,False,0.875,185.42,0.0,2.1429,0.2632,0.5179,0.0667,0.0,0.5714285714285714,0.1429,16.0,0.3333,0.6,26.0,0.8571,7.74,2.21,1.01,1.05,3.95,2.03,1.01,1.12,2.75,1.91,1.76,9.98,2.94,2.74,2.0326,1.7744,3.3759
Paul Taylor,Welterweight,9,E,11,,False,0.0,False,False,0.6470588235294118,182.88,0.2222,20.625,0.4792,0.5529,0.2747,0.2061,3.0,0.0833,25.0,0.5625,0.0,36.7083,1.5417,3.42,7.28,8.33,6.65,5.67,9.09,8.14,5.59,2.06,2.81,4.15,3.07,4.09,4.83,-0.8159,-0.3708,0.1165
Paulo Costa,Middleweight,12,C+,56,2.0,False,0.0,False,False,0.7894736842105263,182.88,0.4167,27.4706,0.5926,0.4941,0.1424,0.0525,11.147058823529411,0.0882,50.0,0.7778,0.0,14.8235,1.7353,1.88,9.4,9.74,9.72,2.87,5.25,2.15,10.0,2.12,8.05,8.36,3.07,1.84,5.34,-1.768,0.7166,-0.0019
Paulo Thiago,Welterweight,13,E,12,,False,0.0,False,False,0.6666666666666666,187.96,0.0769,7.9375,0.3914,0.6354,0.1299,0.2874,2.03125,0.4375,31.0,0.6383,0.0769,42.4375,0.9375,6.0,3.81,1.58,2.58,9.15,4.72,9.32,3.39,6.15,3.85,5.52,5.74,4.77,3.03,0.3612,-0.8358,0.0037
Payton Talbott,Bantamweight,6,D,38,11.0,False,0.0,False,False,0.9090909090909091,177.8,0.3333,24.1333,0.5896,0.451,0.0801,0.1188,4.733333333333333,0.2667,25.0,0.72,0.1667,54.7333,5.6667,7.28,8.71,9.26,9.69,1.83,2.55,5.37,8.45,4.42,2.81,7.29,7.58,5.93,9.67,-0.0038,1.8858,-0.9208
Pedro Munhoz,Bantamweight,22,C,51,4.0,False,0.0,False,False,0.6666666666666666,165.1,0.1364,25.1481,0.4193,0.5597,0.3027,0.042,4.148148148148148,0.1481,16.0,0.8246,0.1364,14.8148,0.9074,1.51,5.0,9.5,3.88,6.03,9.37,1.85,7.75,2.84,1.91,8.98,6.83,1.83,2.93,-1.3712,0.293,1.645
Pedro Rizzo,Heavyweight,14,E,12,,False,0.0,False,False,0.6451612903225806,,0.5,8.1714,0.369,0.542,0.4371,0.1294,0.45714285714285713,0.0571,28.0,0.7746,0.0,29.4516,1.1143,9.41,9.67,1.7,2.0,5.11,9.94,5.8,1.09,1.74,3.32,8.3,3.07,3.27,3.63,-0.5645,0.8628,-1.4959
Pete Sell,Middleweight,7,E,10,,False,0.0,False,False,0.5882352941176471,190.5,0.0,10.6875,0.4243,0.5171,0.1053,0.1345,1.75,0.25,21.0,0.4762,0.1429,36.6875,0.4375,5.82,2.21,2.75,4.06,3.89,3.58,6.05,2.81,4.25,2.35,2.97,7.04,4.08,1.73,-0.3192,-0.9844,0.0565
Pete Spratt,Welterweight,7,E,9,,False,0.0,False,False,0.5208333333333334,,0.0,5.5455,0.5755,0.55,0.2623,0.2951,1.0909090909090908,0.0909,100.0,0.4,0.4286,42.0909,1.7273,9.93,2.21,1.18,9.53,5.53,8.91,9.36,1.73,2.14,9.91,2.23,9.84,4.73,5.31,1.4142,0.8012,-3.3974
Pete Williams,Heavyweight,8,E,11,,False,0.0,False,False,0.6666666666666666,,0.125,4.4375,0.3944,0.5636,0.2394,0.1549,0.875,0.1875,40.0,0.4516,0.25,42.2,1.25,9.41,4.77,1.07,2.69,6.26,8.41,6.77,1.45,3.35,6.01,2.72,8.82,4.74,3.98,0.4774,0.1431,-0.8367
Peter Sobotta,Welterweight,10,E,11,,False,0.0,False,False,0.7083333333333334,190.5,0.1,10.04,0.4016,0.5887,0.2271,0.0558,1.8,0.48,32.0,0.7778,0.1,87.48,1.4,7.34,4.23,2.48,3.02,7.55,8.09,2.29,2.9,6.54,3.96,8.36,6.13,8.32,4.39,-0.1543,-0.5331,-0.2504
Petr Yan,Bantamweight,16,B,61,1.0,True,0.0,False,True,0.7916666666666666,170.18,0.25,25.1034,0.549,0.596,0.1181,0.1209,4.758620689655173,0.5517,48.0,0.8639,0.0,43.7759,3.3448,3.0,7.69,9.48,9.13,7.9,4.15,5.5,8.5,7.1,7.72,9.37,3.07,4.9,8.4,-0.533,0.0947,0.0878
Phil Baroni,Middleweight,10,E,10,,False,0.0,False,False,0.45454545454545453,182.88,0.2,12.0476,0.4941,0.3744,0.0158,0.3715,4.142857142857143,0.381,47.0,0.6596,0.0,70.0,4.0476,1.88,6.75,3.57,7.35,1.13,1.12,9.8,7.74,5.68,7.56,6.0,3.07,7.15,9.0,0.7761,-0.6853,-1.1605
Phil Davis,Light Heavyweight,13,C+,55,3.0,False,0.0,False,False,0.8095238095238095,200.66,0.0,13.8571,0.345,0.7235,0.132,0.1278,4.257142857142857,0.8857,38.0,0.7222,0.2308,97.4286,5.2,8.6,2.21,4.7,1.54,9.99,4.79,5.74,7.9,8.91,5.54,7.35,8.7,8.82,9.53,1.2472,-0.7085,1.8155
Phil Harris,Flyweight,5,E,9,,False,0.0,False,False,0.6470588235294118,165.1,0.0,10.0,0.2667,0.6801,0.27,0.13,0.8,0.5,21.0,0.6,0.0,28.5,0.2,2.79,2.21,2.46,1.07,9.84,9.03,5.86,1.31,6.7,2.35,4.83,3.07,3.15,1.34,-0.3935,-1.4221,0.255
Phil Hawes,Middleweight,8,E,11,,False,0.0,False,False,0.6666666666666666,195.58,0.25,23.9231,0.6074,0.5588,0.09,0.135,6.230769230769231,0.6154,34.0,0.9091,0.0,84.1538,2.5385,8.12,7.69,9.24,9.83,5.99,2.88,6.07,9.4,7.58,4.58,9.66,3.07,8.08,7.28,-0.7742,-0.3233,0.7031
Phil Rowe,Welterweight,9,E,11,,False,0.0,False,False,0.6875,203.2,0.4444,14.8,0.4701,0.5088,0.1351,0.1162,1.8,0.16,36.0,0.5366,0.0,34.68,0.12,9.76,9.53,5.32,6.22,3.41,4.86,5.23,2.9,3.0,5.09,3.73,3.07,3.82,1.19,-0.7469,0.9847,-0.9893
Philip De Fries,Heavyweight,5,E,9,,False,0.0,False,False,0.6666666666666666,200.66,0.0,7.875,0.4737,0.3788,0.0159,0.3333,0.75,0.75,42.0,1.0,0.2,134.875,1.875,6.55,2.21,1.56,6.35,1.14,1.13,9.64,1.25,8.27,6.53,9.9,8.21,9.7,5.79,0.7809,-0.8182,-0.224
Philipe Lins,Light Heavyweight,6,E,11,,False,0.0,False,False,0.782608695652174,198.12,0.1667,17.2143,0.4908,0.4648,0.1867,0.1245,3.9285714285714284,0.5,33.0,1.0,0.0,83.9286,0.6429,7.9,5.94,6.73,7.23,2.1,6.86,5.62,7.4,6.7,4.25,9.9,3.07,8.07,2.22,-0.555,-1.0685,0.3684
Phillipe Nover,Featherweight,7,E,10,,False,0.0,False,False,0.5789473684210527,182.88,0.0,8.5789,0.3559,0.5637,0.1227,0.2699,2.473684210526316,0.3158,28.0,0.4474,0.0,29.4211,0.2632,7.42,2.21,1.86,1.69,6.27,4.35,9.16,4.51,5.01,3.32,2.67,3.07,3.27,1.46,0.3431,-1.4722,-0.8087
Piera Rodriguez,Women's Strawweight,7,E,14,,False,0.0,False,False,0.8461538461538461,160.02,0.0,20.6316,0.4857,0.5161,0.1046,0.2934,7.526315789473684,1.3684,54.0,0.8182,0.0,93.2105,1.5789,4.5,2.21,8.34,6.99,3.87,3.51,9.33,9.76,9.79,8.58,8.86,3.07,8.62,4.91,0.2102,-1.1356,0.5661
Piotr Hallmann,Lightweight,6,E,10,,False,0.0,False,False,0.75,180.34,0.0,17.5625,0.4599,0.5875,0.1601,0.2491,5.375,0.75,44.0,0.7097,0.3333,68.5625,2.4375,4.92,2.21,6.99,5.79,7.51,5.86,8.93,9.01,8.27,6.96,7.07,9.43,7.06,7.1,0.4119,0.2998,0.087
Poliana Botelho,Women's Flyweight,7,D,34,14.0,False,0.0,False,False,0.6153846153846154,170.18,0.1429,13.6,0.5862,0.5419,0.1814,0.3431,4.2,0.2667,57.0,0.7692,0.0,55.1333,1.4667,6.32,5.23,4.5,9.65,5.1,6.64,9.69,7.82,4.42,8.95,8.22,3.07,5.98,4.59,0.3002,-0.4575,-2.7626
Polyana Viana,Women's Strawweight,12,D,33,15.0,False,0.0,False,False,0.6190476190476191,170.18,0.0833,11.4545,0.4084,0.5288,0.2143,0.0913,3.590909090909091,0.1818,33.0,0.3333,0.25,18.1364,1.1818,9.21,3.93,3.22,3.32,4.46,7.76,4.06,6.82,3.25,4.25,1.76,8.82,2.23,3.82,-0.078,1.2645,-0.3062
Preston Parsons,Welterweight,6,E,10,,False,0.0,False,False,0.6470588235294118,180.34,0.0,16.4286,0.518,0.5491,0.2304,0.1348,2.357142857142857,1.0714,36.0,0.7143,0.0,93.0714,3.3571,2.39,2.21,6.35,8.29,5.48,8.17,6.06,4.2,9.4,5.09,7.18,3.07,8.61,8.43,1.3173,-1.8144,3.1347
Priscila Cachoeira,Women's Flyweight,13,E,12,,False,0.0,False,False,0.65,165.1,0.3077,19.2963,0.4427,0.4582,0.0902,0.0806,3.185185185185185,0.0741,33.0,0.6957,0.0,5.6667,0.8519,3.15,8.44,7.79,4.88,1.97,2.9,3.54,6.0,1.98,4.25,6.84,3.07,1.2,2.71,-1.2636,0.8433,-1.3957
Punahele Soriano,Middleweight,11,E,12,,False,0.0,False,False,0.7333333333333333,182.88,0.3636,20.4167,0.56,0.4749,0.0224,0.0857,3.7916666666666665,0.5417,56.0,0.4878,0.0,81.5417,9.5,1.88,8.98,8.23,9.32,2.39,1.21,3.76,7.14,7.02,8.87,3.09,3.07,7.91,9.97,0.624,0.3027,-0.5075
Quillan Salkilld,Lightweight,5,D,37,12.0,False,0.0,False,False,0.9,190.5,0.6,16.5714,0.5979,0.4762,0.1207,0.1638,4.0,1.4286,37.0,0.75,0.2,73.5714,2.4286,9.15,9.88,6.4,9.77,2.42,4.27,7.08,7.51,9.82,5.32,7.9,8.21,7.37,7.08,-0.5786,3.0333,2.0848
Quinton Jackson,Light Heavyweight,13,B+,70,9.0,True,1.0,False,False,0.7551020408163265,185.42,0.2308,13.1795,0.4334,0.5722,0.1051,0.3191,3.41025641025641,0.1538,56.0,0.7121,0.0,35.3846,1.2051,1.96,7.43,4.28,4.5,6.72,3.57,9.54,6.39,2.92,8.87,7.13,3.07,3.92,3.87,-0.5472,-0.6368,-0.9455
Rafa Garcia,Lightweight,11,E,15,,False,0.0,False,False,0.8095238095238095,177.8,0.0909,20.5484,0.4427,0.6143,0.0848,0.0958,2.5806451612903225,1.0323,43.0,0.7714,0.0909,62.9355,1.0968,2.99,4.07,8.29,4.88,8.53,2.71,4.21,4.77,9.35,6.76,8.26,5.95,6.59,3.56,-0.3003,-0.5463,1.4278
Rafael Cavalcante,Light Heavyweight,5,D+,41,9.0,False,0.0,False,False,0.631578947368421,187.96,0.2,7.5455,0.4462,0.4749,0.0964,0.1928,0.6363636363636364,0.0,40.0,0.5152,0.0,3.2727,1.0,2.79,6.75,1.52,5.07,2.39,3.15,7.86,1.16,1.29,6.01,3.48,3.07,1.09,3.22,-0.2665,-0.8554,-2.4424
Rafael Dos Anjos,Lightweight,36,B+,70,1.0,True,1.0,False,False,0.6530612244897959,177.8,0.1111,16.2679,0.4707,0.6024,0.1784,0.1762,3.875,0.6071,35.0,0.5482,0.1389,73.2589,2.4732,2.99,4.47,6.22,6.26,8.14,6.54,7.44,7.31,7.49,4.82,3.91,6.85,7.35,7.16,0.2535,-0.1749,0.1618
Rafael Fiziev,Lightweight,12,D+,44,6.0,False,0.0,False,False,0.7647058823529411,180.34,0.25,21.2812,0.5259,0.4993,0.1689,0.1043,8.5625,0.25,72.0,0.9038,0.0,18.9688,0.4375,4.92,7.69,8.59,8.51,2.97,6.23,4.65,9.93,4.25,9.67,9.64,3.07,2.35,1.73,-1.1264,-0.1197,-0.7546
Rafael Natal,Middleweight,17,D,36,12.0,False,0.0,False,False,0.7,195.58,0.0588,14.9091,0.4788,0.5761,0.2805,0.1204,2.1136363636363638,0.8182,34.0,0.7714,0.0588,73.1591,3.2955,8.12,3.53,5.39,6.64,6.99,9.16,5.45,3.63,8.63,4.58,8.26,5.38,7.33,8.34,0.2447,-1.1582,1.0106
Rafaello Oliveira,Lightweight,8,E,11,,False,0.0,False,False,0.68,180.34,0.0,9.7368,0.3339,0.5934,0.2,0.0865,2.0,0.7368,36.0,0.1111,0.0,96.7895,2.0526,4.92,2.21,2.35,1.38,7.81,7.27,3.81,3.29,8.22,5.09,1.12,3.07,8.78,6.2,1.1388,-1.6534,0.928
Ramazan Emeev,Welterweight,8,E,11,,False,0.0,False,False,0.7692307692307693,193.04,0.0,12.3636,0.4518,0.6547,0.0662,0.25,2.4545454545454546,0.7727,29.0,0.6667,0.0,79.5455,1.2273,8.37,2.21,3.75,5.38,9.6,2.02,8.95,4.46,8.38,3.49,6.2,3.07,7.74,3.91,0.3172,-1.7744,1.0854
Ramiz Brahimaj,Welterweight,9,E,11,,False,0.0,False,False,0.7058823529411765,182.88,0.1111,9.5556,0.4873,0.471,0.0581,0.1628,2.1666666666666665,0.5556,41.0,0.4483,0.4444,47.8889,0.3889,3.42,4.47,2.29,7.09,2.29,1.75,7.04,3.76,7.13,6.28,2.68,9.87,5.35,1.66,-0.0641,1.6365,0.3676
Ramsey Nijem,Lightweight,10,E,11,,False,0.0,False,False,0.6,190.5,0.2,12.9,0.4441,0.6287,0.0891,0.1473,1.7,1.5,62.0,0.5556,0.0,123.05,4.05,9.15,6.75,4.09,4.95,8.99,2.85,6.51,2.7,9.84,9.24,4.04,3.07,9.48,9.0,1.3268,-0.5064,0.4896
Randa Markos,Women's Strawweight,18,D+,44,6.0,False,0.0,False,False,0.4782608695652174,160.02,0.0,14.6522,0.4365,0.5871,0.1261,0.2122,1.6521739130434783,0.3696,28.0,0.5263,0.0556,76.7609,2.6304,4.5,2.21,5.25,4.64,7.48,4.53,8.22,2.61,5.6,3.32,3.59,5.35,7.57,7.42,0.8728,-0.764,-0.9613
Randy Brown,Welterweight,22,E,14,,False,0.0,False,False,0.7692307692307693,198.12,0.1818,19.1698,0.4708,0.5354,0.1742,0.1516,3.9245283018867925,0.2075,39.0,0.746,0.1364,41.6226,1.4717,9.45,6.31,7.73,6.27,4.74,6.4,6.64,7.38,3.6,5.75,7.77,6.83,4.66,4.61,-0.6657,0.2097,0.0481
Randy Costa,Bantamweight,6,E,9,,False,0.0,False,False,0.6,185.42,0.3333,19.3333,0.4628,0.58,0.023,0.0805,3.0,0.0,0.0,0.5,0.0,21.7778,0.5556,9.71,8.71,7.81,5.93,7.2,1.23,3.53,5.59,1.29,1.28,3.27,3.07,2.6,2.0,-1.7938,0.7492,-0.7103
Randy Couture,Light Heavyweight,24,A+,87,,True,2.0,True,False,0.6333333333333333,190.5,0.2917,12.3492,0.5916,0.5909,0.1195,0.3021,1.380952380952381,0.8254,46.0,0.5938,0.1667,133.3684,5.3175,4.15,8.29,3.73,9.72,7.69,4.23,9.4,2.17,8.67,7.38,4.71,7.58,9.69,9.57,1.859,0.8008,-0.7578
Rani Yahya,Bantamweight,21,D,35,13.0,False,0.0,False,False,0.7,170.18,0.0,8.6275,0.3922,0.5036,0.2705,0.0523,1.607843137254902,0.8039,30.0,0.3103,0.3333,103.9804,1.5882,3.0,2.21,1.89,2.63,3.14,9.05,2.13,2.54,8.53,3.67,1.61,9.43,9.04,4.95,1.36,0.6231,0.4352
Raoni Barcelos,Bantamweight,15,D,35,14.0,False,0.0,False,False,0.8,170.18,0.1333,22.3902,0.5172,0.6057,0.1329,0.0697,3.024390243902439,0.8049,33.0,0.878,0.1333,71.3171,4.2195,3.0,4.94,8.91,8.26,8.26,4.8,3.02,5.65,8.53,4.25,9.46,6.76,7.25,9.17,0.1546,0.188,1.4652
Raphael Assuncao,Bantamweight,19,C+,56,2.0,False,0.0,False,False,0.7368421052631579,167.64,0.1053,16.0408,0.4369,0.6596,0.3079,0.1018,2.5714285714285716,0.4898,39.0,0.7895,0.0526,36.102,1.3673,2.02,4.32,6.08,4.66,9.67,9.41,4.53,4.74,6.61,5.75,8.5,5.3,4.01,4.33,-0.2172,-0.5856,-0.4583
Raquel Pennington,Women's Bantamweight,19,B,61,1.0,True,0.0,False,False,0.6153846153846154,170.18,0.0,20.2203,0.4918,0.6108,0.1106,0.3001,6.288135593220339,0.2712,27.0,0.625,0.1579,67.4746,1.7119,5.28,2.21,8.17,7.27,8.43,3.79,9.4,9.41,4.47,3.14,5.23,7.36,6.97,5.28,-0.0104,-0.3709,0.7306
Rashad Evans,Light Heavyweight,23,B,61,2.0,True,0.0,False,False,0.7037037037037037,190.5,0.2609,9.9032,0.3755,0.6416,0.07,0.1889,1.403225806451613,0.8548,44.0,0.7358,0.0,77.9839,2.2419,4.15,7.82,2.42,2.15,9.32,2.1,7.76,2.21,8.79,6.96,7.63,3.07,7.64,6.64,0.6286,-0.4809,-0.2792
Rashid Magomedov,Lightweight,6,D,36,13.0,False,0.0,False,False,0.9090909090909091,177.8,0.1667,22.0,0.4907,0.5464,0.1667,0.1212,6.555555555555555,0.2222,57.0,0.8929,0.0,25.5,1.2222,2.99,5.94,8.81,7.23,5.32,6.14,5.51,9.54,3.84,8.95,9.55,3.07,2.89,3.91,-1.5096,-0.5854,-0.1006
Raul Rosas Jr.,Bantamweight,7,D,36,13.0,False,0.0,False,False,0.9166666666666666,170.18,0.1429,5.9375,0.4113,0.5476,0.2211,0.0105,0.8125,2.0,41.0,0.3333,0.2857,151.4375,1.875,3.0,5.23,1.23,3.43,5.39,7.95,1.07,1.33,9.99,6.28,1.76,9.09,9.89,5.79,2.1438,1.2821,-0.3431
