name,wc,n_fights,tier_label,tier_score,best_rank,ever_champion,max_defenses,dual_weight_champ,is_incumbent,win_rate,reach_cm,ko_rate,sig_per_r,sig_acc,str_def,leg_pct,clinch_pct,body_per_r,td_per_r,td_avg_acc,td_def,sub_rate,ctrl_per_r,gnp_per_r,pct_reach,pct_striking_power,pct_striking_volume,pct_striking_accuracy,pct_striking_defense,pct_leg_kicks,pct_clinch,pct_body,pct_td_frequency,pct_td_accuracy,pct_td_defense,pct_submission,pct_control,pct_ground_pound,x,y,z
Aaron Riley,Lightweight,9,E,11,,False,0.0,False,False,0.6818181818181818,175.26,0.0,15.7,0.3473,0.609,0.2389,0.3248,4.6,0.4,34.0,0.6071,0.0,55.75,1.1,1.76,2.21,5.85,1.6,8.36,8.38,9.58,8.26,5.84,4.58,4.96,3.07,6.03,3.58,0.103,-1.612,0.0745
Aaron Simpson,Middleweight,11,E,12,,False,0.0,False,False,0.7058823529411765,185.42,0.1818,16.2143,0.5279,0.5616,0.2291,0.4053,3.4642857142857144,1.1429,34.0,0.8333,0.0,114.5,3.7857,2.96,6.31,6.15,8.61,6.13,8.13,9.87,6.52,9.51,4.58,9.07,3.07,9.35,8.83,0.6619,-0.7898,1.5525
Abdul Razak Alhassan,Middleweight,14,E,12,,False,0.0,False,False,0.631578947368421,185.42,0.4286,13.125,0.4984,0.5492,0.1016,0.1651,1.5,0.2083,33.0,0.5091,0.0,32.125,1.9583,2.96,9.46,4.23,7.5,5.49,3.38,7.13,2.38,3.62,4.25,3.46,3.07,3.56,5.98,-0.9528,0.7554,-1.167
Abel Trujillo,Lightweight,11,E,11,,False,0.0,False,False,0.6521739130434783,177.8,0.2727,11.375,0.4124,0.5966,0.0696,0.2308,2.4583333333333335,0.625,45.0,0.4035,0.0909,47.2917,2.7083,2.99,7.98,3.17,3.5,7.93,2.1,8.65,4.48,7.66,7.18,2.29,5.95,5.27,7.57,0.4991,0.4713,-0.8863
Abus Magomedov,Middleweight,7,D,35,14.0,False,0.0,False,False,0.8235294117647058,198.12,0.1429,13.4706,0.4935,0.5586,0.1266,0.0306,4.117647058823529,0.7647,57.0,1.0,0.1429,69.0588,1.4118,8.82,5.23,4.44,7.33,5.97,4.54,1.42,7.69,8.33,8.95,9.9,7.04,7.11,4.41,-0.2553,-0.1297,-0.343
Adam Fugitt,Welterweight,6,E,10,,False,0.0,False,False,0.6666666666666666,195.58,0.1667,20.3636,0.4676,0.5139,0.1652,0.0759,8.454545454545455,0.4545,25.0,0.5,0.0,31.8182,0.5455,9.09,5.94,8.22,6.08,3.72,6.03,3.32,9.91,6.28,2.81,3.27,3.07,3.52,1.96,-0.9708,-0.7042,1.0987
Adrian Yanez,Bantamweight,10,D,36,12.0,False,0.0,False,False,0.7391304347826086,177.8,0.5,24.4,0.4146,0.5645,0.1352,0.0102,3.1,0.0,0.0,0.7333,0.0,6.2,1.8,7.28,9.67,9.32,3.61,6.31,4.87,1.06,5.8,1.29,1.28,7.59,3.07,1.22,5.57,-2.0311,1.9669,0.4131
Adriano Martins,Lightweight,7,E,11,,False,0.0,False,False,0.7567567567567568,182.88,0.2857,7.3571,0.4402,0.6842,0.3592,0.0,0.7857142857142857,0.2857,80.0,0.8571,0.1429,26.8571,0.5,6.44,8.17,1.46,4.77,9.88,9.8,1.01,1.29,4.65,9.79,9.28,7.04,3.04,1.86,-0.6337,0.8914,-2.0086
Aiemann Zahabi,Bantamweight,10,D+,45,6.0,False,0.0,False,False,0.8666666666666667,172.72,0.2,21.1538,0.4766,0.6916,0.1127,0.0382,3.5,0.0385,14.0,0.8387,0.0,12.8077,1.2308,4.34,6.75,8.56,6.55,9.92,3.9,1.64,6.6,1.62,1.74,9.16,3.07,1.65,3.93,-1.1449,-0.2433,-0.5493
Ailin Perez,Women's Bantamweight,7,C,48,5.0,False,0.0,False,False,0.8571428571428571,167.64,0.0,14.2222,0.5626,0.5652,0.1914,0.1719,3.111111111111111,1.6111,46.0,0.7273,0.1429,132.0,4.9444,3.14,2.21,4.97,9.34,6.34,7.0,7.34,5.83,9.91,7.38,7.48,7.04,9.67,9.4,1.5244,-0.5368,1.0622
Akira Corassani,Featherweight,6,E,10,,False,0.0,False,False,0.6666666666666666,172.72,0.0,12.6364,0.4528,0.5024,0.223,0.1295,2.5454545454545454,0.1818,28.0,0.8667,0.0,26.7273,0.0,2.01,2.21,3.95,5.47,3.08,8.01,5.81,4.66,3.25,3.32,9.38,3.07,3.02,1.03,-0.5663,-1.4358,-1.6157
Al Iaquinta,Lightweight,15,C,51,4.0,False,0.0,False,False,0.6666666666666666,177.8,0.2667,18.4286,0.4054,0.6121,0.1395,0.0401,3.4523809523809526,0.1905,18.0,0.7407,0.0,16.2619,0.6667,2.99,7.89,7.39,3.2,8.47,5.1,1.73,6.47,3.43,2.06,7.72,3.07,2.03,2.27,-1.3226,-0.0157,0.4226
Alan Belcher,Middleweight,15,D+,41,9.0,False,0.0,False,False,0.6923076923076923,190.5,0.3333,12.0,0.4184,0.5964,0.2688,0.1559,1.967741935483871,0.129,26.0,0.551,0.2,50.9677,2.0,5.82,8.71,3.54,3.83,7.92,9.02,6.81,3.19,2.54,2.99,3.95,8.21,5.62,6.08,0.0361,1.3445,-0.6296
Alan Jouban,Welterweight,13,E,12,,False,0.0,False,False,0.7083333333333334,185.42,0.3077,24.5556,0.503,0.6002,0.1916,0.1297,5.111111111111111,0.1481,44.0,0.5882,0.0,17.7778,1.4444,4.61,8.44,9.37,7.78,8.08,7.01,5.82,8.79,2.84,6.96,4.56,3.07,2.22,4.53,-1.7768,0.19,0.4283
Alan Patrick,Lightweight,10,E,12,,False,0.0,False,False,0.7894736842105263,187.96,0.1,8.36,0.4074,0.4348,0.1388,0.1148,2.12,0.92,33.0,0.4375,0.0,101.24,1.8,8.63,4.23,1.77,3.28,1.57,5.03,5.17,3.64,9.06,4.25,2.53,3.07,8.96,5.57,0.8029,-1.0627,-0.2695
Alatengheili,Bantamweight,9,E,11,,False,0.0,False,False,0.6296296296296297,167.64,0.1111,13.6,0.3272,0.5728,0.1353,0.0059,2.84,0.56,43.0,0.75,0.0,41.04,0.52,2.02,4.47,4.5,1.33,6.77,4.88,1.02,5.29,7.16,6.76,7.9,3.07,4.58,1.89,-0.5271,-0.9124,-0.126
Albert Morales,Bantamweight,6,E,10,,False,0.0,False,False,0.6363636363636364,182.88,0.0,17.375,0.3453,0.5683,0.3129,0.0396,1.75,0.1875,35.0,0.6429,0.0,45.75,1.1875,9.38,2.21,6.86,1.56,6.51,9.48,1.69,2.81,3.35,4.82,5.63,3.07,5.11,3.83,-0.374,-1.7239,-0.101
Albert Tumenov,Welterweight,8,D,36,13.0,False,0.0,False,False,0.8181818181818182,185.42,0.375,16.4118,0.4202,0.5853,0.043,0.0717,2.588235294117647,0.0588,20.0,0.75,0.0,9.5882,0.9412,4.61,9.06,6.33,3.92,7.42,1.5,3.14,4.81,1.77,2.24,7.9,3.07,1.47,3.05,-1.4894,0.5899,-0.6402
Alejandro Perez,Bantamweight,13,D,36,12.0,False,0.0,False,False,0.71875,170.18,0.2308,15.9667,0.3564,0.6173,0.2568,0.0585,2.0,0.1667,22.0,0.7097,0.0769,17.6333,2.2667,3.0,7.43,6.03,1.7,8.65,8.82,2.43,3.29,3.1,2.43,7.07,5.74,2.18,6.71,-0.144,0.4974,-0.1992
Aleksandar Rakic,Light Heavyweight,11,C+,56,2.0,False,0.0,False,False,0.7368421052631579,198.12,0.1818,18.6538,0.5031,0.5116,0.3196,0.0969,2.923076923076923,0.1923,23.0,0.8571,0.0,86.0,4.4231,7.9,6.31,7.52,7.79,3.6,9.56,4.25,5.45,3.44,2.53,9.28,3.07,8.21,9.24,-0.2065,-0.9804,-0.0026
Aleksei Oleinik,Heavyweight,17,D+,42,8.0,False,0.0,False,False,0.7792207792207793,203.2,0.0588,13.1034,0.4891,0.443,0.1316,0.2263,3.1379310344827585,0.4828,46.0,0.375,0.4118,72.8276,0.9655,7.43,3.53,4.21,7.16,1.73,4.78,8.55,5.9,6.56,7.38,2.04,9.79,7.32,3.14,0.3901,0.6651,1.3916
Alessandro Costa,Flyweight,6,E,11,,False,0.0,False,False,0.7777777777777778,170.18,0.5,15.8,0.4837,0.5294,0.2194,0.0928,3.066666666666667,0.2667,12.0,0.84,0.0,21.9333,2.1333,4.97,9.67,5.92,6.89,4.52,7.92,4.12,5.71,4.42,1.66,9.18,3.07,2.61,6.44,-0.7621,1.5696,-0.7094
Alessio Di Chirico,Middleweight,11,E,11,,False,0.0,False,False,0.65,187.96,0.1818,14.4231,0.3972,0.6152,0.144,0.12,2.576923076923077,0.4231,39.0,0.8333,0.0,27.1923,0.6154,4.24,6.31,5.09,2.79,8.56,5.35,5.42,4.75,6.03,5.75,9.07,3.07,3.06,2.1,-0.908,-0.727,-0.1041
Alessio Sakara,Middleweight,15,E,12,,False,0.0,False,False,0.6333333333333333,182.88,0.2667,13.5909,0.4776,0.5923,0.0301,0.1873,2.227272727272727,0.5,78.0,0.6286,0.0,56.0455,5.0,1.88,7.89,4.48,6.58,7.76,1.33,7.73,3.9,6.7,9.77,5.32,3.07,6.09,9.42,0.6051,-0.2784,-1.6396
Alex Caceres,Featherweight,30,D+,40,10.0,False,0.0,False,False,0.5833333333333334,185.42,0.0667,19.7273,0.4997,0.6285,0.1238,0.0843,4.9480519480519485,0.1688,68.0,0.6489,0.1333,34.4156,1.1039,8.64,3.62,7.96,7.59,8.98,4.43,3.67,8.64,3.16,9.6,5.76,6.76,3.8,3.59,-0.5157,-0.2045,-0.3912
Alex Chambers,Women's Strawweight,5,E,8,,False,0.0,False,False,0.5,160.02,0.0,12.2727,0.54,0.5053,0.2074,0.237,2.6363636363636362,0.6364,41.0,0.5333,0.2,56.5455,1.3636,4.5,2.21,3.69,8.9,3.23,7.53,8.75,4.89,7.74,6.28,3.69,8.21,6.14,4.32,0.6034,0.2818,-0.3403
Alex Garcia,Welterweight,10,E,11,,False,0.0,False,False,0.7142857142857143,182.88,0.2,8.48,0.3136,0.592,0.0519,0.1415,1.0,1.16,52.0,0.6667,0.1,78.12,0.88,3.42,6.75,1.81,1.21,7.74,1.64,6.3,1.62,9.55,8.39,6.2,6.13,7.66,2.84,0.1254,0.0669,-0.0768
Alex Morono,Welterweight,24,E,14,,False,0.0,False,False,0.6666666666666666,182.88,0.0833,23.2667,0.3977,0.5538,0.0695,0.0723,3.0833333333333335,0.1,24.0,0.4783,0.0833,15.9833,0.9333,3.42,3.93,9.11,2.84,5.71,2.09,3.17,5.74,2.22,2.63,3.02,5.84,2.0,3.02,-1.3255,-0.69,1.1323
Alex Oliveira,Welterweight,22,D,35,13.0,False,0.0,False,False,0.6470588235294118,193.04,0.1818,12.8367,0.5114,0.4667,0.1828,0.2258,3.2244897959183674,0.6735,38.0,0.6383,0.1364,85.0408,2.3061,8.37,6.31,4.07,8.06,2.15,6.7,8.54,6.07,7.94,5.54,5.52,6.83,8.14,6.79,0.2694,0.1723,-0.1968
Alex Pereira,Middleweight,12,S,97,1.0,True,3.0,True,False,0.8,200.66,0.6667,22.0968,0.621,0.5388,0.2672,0.1051,5.774193548387097,0.0323,50.0,0.7907,0.0,5.0968,1.9032,9.28,9.93,8.85,9.91,4.92,9.0,4.7,9.21,1.61,8.05,8.52,3.07,1.15,5.85,-1.5435,2.2078,-0.8399
Alex Perez,Flyweight,14,C,51,4.0,False,0.0,False,False,0.7352941176470589,165.1,0.2857,17.44,0.4678,0.5964,0.2339,0.133,3.08,0.6,46.0,0.7429,0.1429,66.8,2.48,2.79,8.17,6.9,6.11,7.92,8.23,6.01,5.73,7.45,7.38,7.75,7.04,6.92,7.17,-0.5298,1.1351,-0.1286
Alex White,Lightweight,10,E,11,,False,0.0,False,False,0.6842105263157895,180.34,0.2,17.24,0.4201,0.6076,0.065,0.2738,5.52,0.28,28.0,0.7105,0.0,21.16,1.0,4.92,6.75,6.76,3.91,8.34,1.99,9.21,9.09,4.61,3.32,7.1,3.07,2.57,3.22,-0.5104,-0.433,0.1871
Alexa Grasso,Women's Flyweight,15,B+,70,1.0,True,1.0,False,False,0.7619047619047619,167.64,0.0667,20.0217,0.4112,0.5872,0.1922,0.1542,3.782608695652174,0.1304,35.0,0.5479,0.1333,27.7174,0.6304,4.78,3.62,8.07,3.42,7.49,7.04,6.75,7.13,2.58,4.82,3.91,6.76,3.1,2.15,-0.4757,0.0028,0.2961
Alexander Gustafsson,Light Heavyweight,18,C+,58,1.0,False,0.0,False,False,0.6923076923076923,200.66,0.2778,17.0682,0.407,0.5144,0.1571,0.0786,2.5,0.4318,39.0,0.8367,0.1111,41.9091,2.6591,8.6,8.05,6.67,3.24,3.77,5.77,3.46,4.54,6.08,5.75,9.14,6.35,4.7,7.49,-0.6107,0.4315,0.9333
Alexander Hernandez,Lightweight,18,D,37,11.0,False,0.0,False,False,0.68,182.88,0.2778,19.2439,0.4044,0.5972,0.1343,0.0773,5.975609756097561,0.3171,36.0,0.6875,0.0,35.3171,1.4146,6.44,8.05,7.76,3.14,7.97,4.84,3.42,9.29,5.03,5.09,6.63,3.07,3.91,4.43,-0.8987,0.0315,0.1323
Alexander Volkanovski,Featherweight,18,A+,90,1.0,True,5.0,False,True,0.8709677419354839,180.34,0.2778,28.8095,0.5711,0.5874,0.2463,0.0848,2.984126984126984,0.5238,34.0,0.6889,0.0,56.9841,4.3492,5.99,8.05,9.84,9.46,7.5,8.6,3.71,5.55,6.86,4.58,6.67,3.07,6.21,9.21,-0.5049,0.2748,0.6995
Alexander Volkov,Heavyweight,19,C+,56,2.0,False,0.0,False,False,0.7755102040816326,203.2,0.3158,23.5849,0.5766,0.5442,0.1976,0.0832,5.0754716981132075,0.1887,66.0,0.6939,0.0526,25.9057,1.6981,7.43,8.5,9.18,9.55,5.2,7.2,3.63,8.73,3.41,9.5,6.77,5.3,2.93,5.22,-1.0345,0.1679,0.237
Alexander Yakovlev,Welterweight,9,E,11,,False,0.0,False,False,0.7058823529411765,187.96,0.1111,8.2381,0.474,0.5851,0.2428,0.1272,2.1904761904761907,0.5238,35.0,0.7222,0.1111,42.7143,1.2857,6.0,4.47,1.72,6.38,7.41,8.49,5.73,3.84,6.86,4.82,7.35,6.35,4.81,4.05,0.036,-0.4049,-1.2368
Alexandr Romanov,Heavyweight,10,D,37,12.0,False,0.0,False,False,0.8571428571428571,190.5,0.1,16.4,0.5165,0.5409,0.1402,0.0823,2.0,1.3,55.0,0.2857,0.3,127.1,7.15,2.77,4.23,6.32,8.25,4.99,5.13,3.6,3.29,9.73,8.74,1.46,9.24,9.59,9.91,1.3833,0.2425,1.5592
Alexandre Pantoja,Flyweight,18,A,82,1.0,True,4.0,False,False,0.8571428571428571,170.18,0.1111,19.6042,0.5032,0.4985,0.1509,0.0999,4.208333333333333,0.8333,47.0,0.6923,0.3333,86.625,1.7292,4.97,4.47,7.94,7.8,2.95,5.6,4.45,7.84,8.69,7.56,6.73,9.43,8.23,5.32,-0.1681,1.2151,0.8128
Alexis Davis,Women's Bantamweight,14,C+,56,2.0,False,0.0,False,False,0.65625,172.72,0.0,19.8421,0.4739,0.5509,0.3183,0.1207,3.5526315789473686,0.3158,44.0,0.2727,0.0714,91.2632,2.5526,7.41,2.21,8.0,6.36,5.58,9.54,5.48,6.71,5.01,6.96,1.41,5.63,8.53,7.31,0.2761,-0.9835,0.5931
Ali Bagautinov,Flyweight,7,C,51,4.0,False,0.0,False,False,0.7142857142857143,165.1,0.1429,14.0435,0.4244,0.5237,0.1146,0.1981,4.521739130434782,0.8261,36.0,0.65,0.0,83.0435,4.0435,2.79,5.23,4.81,4.08,4.23,4.02,7.98,8.19,8.68,5.09,5.79,3.07,8.01,8.99,0.9935,-0.627,-0.2814
Alice Ardelean,Women's Strawweight,5,E,9,,False,0.0,False,False,0.5882352941176471,157.48,0.0,34.7857,0.4616,0.6138,0.1232,0.0205,6.142857142857143,0.3571,50.0,0.8571,0.2,50.9286,0.2857,3.0,2.21,9.98,5.87,8.51,4.39,1.21,9.38,5.44,8.05,9.28,8.21,5.6,1.5,-1.243,0.3556,1.4293
Alistair Overeem,Heavyweight,20,C+,58,1.0,False,0.0,False,False,0.7121212121212122,203.2,0.45,16.25,0.7432,0.5112,0.1371,0.2014,5.25,0.2273,55.0,0.6316,0.0,65.6591,5.8409,7.43,9.55,6.21,9.99,3.56,4.97,8.07,8.92,3.94,8.74,5.38,3.07,6.83,9.74,0.0663,0.5664,-1.001
Aljamain Sterling,Bantamweight,23,A,80,1.0,True,3.0,False,False,0.8333333333333334,180.34,0.087,20.1,0.526,0.5917,0.1855,0.1485,6.328571428571428,0.8,30.0,0.449,0.1739,93.9,3.6714,8.58,4.0,8.11,8.53,7.73,6.82,6.56,9.43,8.49,3.67,2.69,7.79,8.65,8.75,0.8748,0.1172,0.7484
Allan Nascimento,Flyweight,5,E,10,,False,0.0,False,False,0.7777777777777778,175.26,0.0,9.5,0.477,0.5726,0.4123,0.0351,1.9166666666666667,0.4167,24.0,0.4,0.4,97.5,1.6667,7.75,2.21,2.25,6.56,6.75,9.91,1.55,3.09,5.97,2.63,2.23,9.73,8.83,5.13,1.2192,0.895,-0.7899
Alonzo Menifield,Light Heavyweight,17,D,37,11.0,False,0.0,False,False,0.7727272727272727,193.04,0.2353,16.0294,0.5343,0.5095,0.0826,0.1358,1.6764705882352942,0.1471,31.0,0.8,0.1176,58.4706,1.6176,5.81,7.49,6.07,8.79,3.47,2.64,6.12,2.67,2.82,3.85,8.62,6.49,6.32,5.03,-0.5643,0.1874,-0.8584
Amanda Cooper,Women's Strawweight,6,E,8,,False,0.0,False,False,0.375,162.56,0.1667,15.8182,0.4416,0.5199,0.0977,0.0402,2.090909090909091,0.4545,38.0,0.2857,0.0,92.7273,5.0,6.29,5.94,5.93,4.81,4.01,3.24,1.74,3.56,6.28,5.54,1.46,3.07,8.58,9.42,1.4599,0.0087,0.962
Amanda Lemos,Women's Strawweight,15,C+,54,3.0,False,0.0,False,False,0.7894736842105263,165.1,0.2,12.3611,0.5535,0.4534,0.1393,0.1303,2.611111111111111,0.3056,62.0,0.6304,0.1333,46.5833,2.1944,7.64,6.75,3.74,9.2,1.88,5.09,5.88,4.84,4.84,9.24,5.35,6.76,5.18,6.56,-0.3066,1.2737,-1.4634
Amanda Nunes,Women's Bantamweight,18,A+,90,1.0,True,5.0,False,False,0.8214285714285714,175.26,0.3889,19.7447,0.5202,0.593,0.1886,0.0356,2.6382978723404253,0.8085,54.0,0.8125,0.1667,89.3191,5.4468,8.88,9.16,7.97,8.33,7.79,6.91,1.56,4.91,8.56,8.58,8.8,7.58,8.47,9.6,-0.2232,2.4023,0.9821
Amanda Ribas,Women's Strawweight,13,D+,43,7.0,False,0.0,False,False,0.65,167.64,0.0769,19.6,0.3995,0.6015,0.207,0.0525,3.5142857142857142,0.6286,52.0,0.8235,0.1538,73.7143,1.7429,8.64,3.81,7.94,2.92,8.1,7.5,2.15,6.62,7.69,8.39,8.95,7.29,7.41,5.37,-0.1832,0.5338,0.5478
Amir Albazi,Flyweight,7,C+,56,2.0,False,0.0,False,False,0.8947368421052632,172.72,0.1429,11.9524,0.3378,0.5938,0.1315,0.0279,2.0952380952380953,0.381,32.0,0.625,0.2857,70.381,1.4286,6.36,5.23,3.52,1.44,7.83,4.77,1.36,3.58,5.68,3.96,5.23,9.09,7.19,4.47,-0.3098,1.1263,-0.1786
Amir Sadollah,Welterweight,11,E,11,,False,0.0,False,False,0.5454545454545454,190.5,0.0909,22.1786,0.4648,0.6069,0.2786,0.2399,5.785714285714286,0.1786,27.0,0.6078,0.0909,39.3571,1.8571,7.34,4.07,8.87,5.98,8.28,9.13,8.81,9.22,3.22,3.14,4.97,5.95,4.42,5.74,-0.5356,-0.629,0.3909
Anderson Silva,Middleweight,25,S,98,1.0,True,10.0,False,False,0.7555555555555555,195.58,0.44,13.2063,0.5901,0.5951,0.2428,0.1478,2.873015873015873,0.0476,77.0,0.7632,0.12,13.1587,2.254,8.12,9.51,4.31,9.7,7.86,8.49,6.53,5.34,1.69,9.76,8.13,6.52,1.68,6.69,-0.8444,1.5397,-1.8441
Andre Ewell,Bantamweight,9,E,11,,False,0.0,False,False,0.6538461538461539,190.5,0.0,20.7692,0.4003,0.5138,0.1074,0.0204,6.346153846153846,0.1154,75.0,0.7273,0.0,10.6538,0.0385,9.96,2.21,8.4,2.96,3.71,3.67,1.2,9.44,2.38,9.72,7.48,3.07,1.54,1.07,-1.262,-1.6884,0.1987
Andre Fialho,Welterweight,7,E,10,,False,0.0,False,False,0.6666666666666666,187.96,0.2857,13.4667,0.4156,0.4583,0.1139,0.1584,2.6,0.0667,100.0,0.6667,0.0,8.3333,0.3333,6.0,8.17,4.43,3.69,1.98,3.98,6.89,4.82,1.86,9.91,6.2,3.07,1.38,1.56,-1.0765,0.0277,-1.364
Andre Fili,Featherweight,26,D,33,15.0,False,0.0,False,False,0.6756756756756757,187.96,0.1538,17.7213,0.3794,0.5069,0.123,0.0555,2.622950819672131,0.7049,45.0,0.716,0.0,42.6721,1.2951,9.51,5.57,7.06,2.28,3.32,4.37,2.27,4.85,8.1,7.18,7.23,3.07,4.79,4.09,-0.4468,-0.4919,0.4922
Andre Muniz,Middleweight,10,D+,40,10.0,False,0.0,False,False,0.7741935483870968,198.12,0.0,8.9474,0.4558,0.5116,0.2235,0.0412,1.894736842105263,1.3158,49.0,0.3333,0.3,97.7895,0.8421,8.82,2.21,2.02,5.62,3.6,8.03,1.78,3.06,9.75,7.82,1.76,9.24,8.85,2.68,0.662,-0.0807,0.9462
Andre Petroski,Middleweight,13,E,12,,False,0.0,False,False,0.7222222222222222,185.42,0.0769,11.9355,0.492,0.5151,0.1595,0.0243,2.3870967741935485,0.9032,51.0,0.8636,0.1538,101.6774,2.6774,2.96,3.81,3.48,7.28,3.79,5.84,1.28,4.3,9.01,8.3,9.36,7.29,8.98,7.53,0.7008,-0.4976,0.4986
Andre Soukhamthath,Bantamweight,7,E,10,,False,0.0,False,False,0.6190476190476191,177.8,0.1429,13.3,0.4404,0.4988,0.2105,0.218,4.4,0.4,53.0,0.5882,0.0,43.2,1.5,7.28,5.23,4.34,4.78,2.96,7.63,8.35,8.03,5.84,8.48,4.56,3.07,4.86,4.71,-0.4714,-0.6845,-1.178
Andre Winner,Lightweight,6,E,10,,False,0.0,False,False,0.65625,185.42,0.1667,12.0714,0.3347,0.5174,0.2189,0.4438,3.5714285714285716,0.0,0.0,0.7429,0.0,32.9286,0.2143,7.74,5.94,3.62,1.38,3.91,7.89,9.95,6.77,1.29,1.28,7.75,3.07,3.62,1.37,-0.399,-0.6298,-1.3788
Andrea Lee,Women's Flyweight,14,D+,44,6.0,False,0.0,False,False,0.5416666666666666,175.26,0.0714,23.1,0.4547,0.6146,0.2175,0.1082,7.725,0.55,52.0,0.5385,0.0714,45.675,1.65,8.98,3.71,9.09,5.53,8.54,7.85,4.88,9.81,7.09,8.39,3.78,5.63,5.09,5.09,-0.0915,-0.4418,0.9646
Andrei Arlovski,Heavyweight,42,B+,69,2.0,True,1.0,False,False,0.5862068965517241,195.58,0.2143,16.6842,0.4556,0.5676,0.2341,0.1205,3.568421052631579,0.0947,35.0,0.7778,0.0476,20.2737,0.4421,4.28,7.13,6.47,5.6,6.47,8.23,5.47,6.76,2.18,4.82,8.36,5.23,2.49,1.74,-0.9392,-0.4137,0.0011
Andrew Craig,Middleweight,7,E,10,,False,0.0,False,False,0.6923076923076923,193.04,0.1429,11.3889,0.4004,0.5057,0.1707,0.1268,1.5555555555555556,0.1667,37.0,0.7222,0.0,40.5556,1.6111,7.21,5.23,3.19,2.97,3.27,6.3,5.71,2.49,3.1,5.32,7.35,3.07,4.52,5.0,-0.2176,-0.9884,-1.4626
Andrew Holbrook,Lightweight,5,E,13,,False,0.0,False,False,0.8,177.8,0.0,8.6667,0.4937,0.5411,0.1026,0.3462,2.5555555555555554,0.2222,18.0,0.1,0.0,41.8889,1.4444,2.99,2.21,1.91,7.34,5.01,3.43,9.71,4.7,3.84,2.06,1.11,3.07,4.69,4.53,1.1383,-1.6534,-0.1737
Andrew Sanchez,Middleweight,10,E,11,,False,0.0,False,False,0.65,187.96,0.1,19.8929,0.4369,0.5067,0.0916,0.0969,3.5357142857142856,0.7857,36.0,1.0,0.0,87.0,2.3214,4.24,4.23,8.02,4.66,3.31,2.94,4.25,6.67,8.45,5.09,9.9,3.07,8.27,6.82,-0.4887,-1.2348,1.4209
Andy Ogle,Featherweight,6,E,9,,False,0.0,False,False,0.6,175.26,0.0,10.1875,0.449,0.5031,0.1288,0.0491,2.6875,0.4375,26.0,0.5833,0.0,138.5625,2.4375,2.92,2.21,2.55,5.21,3.12,4.66,2.05,5.0,6.15,2.99,4.47,3.07,9.76,7.1,0.7102,-1.4869,-1.5469
Ange Loosa,Welterweight,6,E,10,,False,0.0,False,False,0.6666666666666666,187.96,0.0,26.7647,0.4835,0.5248,0.2176,0.1231,5.176470588235294,0.8824,39.0,0.7778,0.0,72.2941,3.3529,6.0,2.21,9.69,6.88,4.29,7.86,5.57,8.88,8.9,5.75,8.36,3.07,7.28,8.42,-0.5533,-1.7396,1.9493
Angela Hill,Women's Strawweight,29,D+,41,9.0,False,0.0,False,False,0.5454545454545454,162.56,0.069,26.3765,0.502,0.6027,0.0825,0.2297,8.470588235294118,0.2471,30.0,0.7266,0.0345,42.4,0.9294,6.29,3.65,9.64,7.72,8.15,2.62,8.63,9.91,4.17,3.67,7.43,5.15,4.76,3.01,-0.7211,-0.3571,0.042
Anthony Birchak,Bantamweight,6,E,10,,False,0.0,False,False,0.6666666666666666,175.26,0.1667,13.6667,0.3661,0.5677,0.2033,0.2195,3.5555555555555554,0.1111,14.0,0.619,0.0,24.5556,1.5556,5.79,5.94,4.54,1.92,6.48,7.41,8.37,6.72,2.34,1.74,5.13,3.07,2.82,4.86,-0.2266,-0.5216,-0.5264
Anthony Hamilton,Heavyweight,10,E,11,,False,0.0,False,False,0.625,193.04,0.2,14.4706,0.656,0.4571,0.0732,0.3699,8.882352941176471,0.6471,42.0,0.7857,0.0,95.0,6.0,3.48,6.75,5.12,9.94,1.95,2.21,9.8,9.97,7.81,6.53,8.48,3.07,8.72,9.76,0.9884,-0.8265,-0.6506
Anthony Hernandez,Middleweight,12,C,52,4.0,False,0.0,False,False,0.8823529411764706,190.5,0.1667,18.7879,0.6067,0.5092,0.0742,0.1161,2.303030303030303,1.6364,48.0,0.6818,0.4167,130.4545,7.303,5.82,5.94,7.58,9.82,3.45,2.27,5.22,4.07,9.93,7.72,6.51,9.8,9.62,9.93,1.9709,1.5672,2.2975
Anthony Johnson,Welterweight,19,C+,58,1.0,False,0.0,False,False,0.7857142857142857,198.12,0.5789,11.5455,0.4762,0.6041,0.1811,0.1759,1.7272727272727273,0.5758,57.0,0.7742,0.0,78.9394,3.0303,9.45,9.85,3.27,6.52,8.2,6.62,7.42,2.76,7.28,8.95,8.29,3.07,7.72,8.02,-0.1791,1.7841,-0.9517
Anthony Njokuani,Lightweight,8,E,10,,False,0.0,False,False,0.5714285714285714,190.5,0.125,18.5652,0.4495,0.6261,0.2412,0.1522,5.391304347826087,0.1304,45.0,0.5323,0.0,5.2174,0.2174,9.15,4.77,7.46,5.23,8.92,8.45,6.66,9.02,2.58,7.18,3.67,3.07,1.16,1.38,-0.9049,-0.8501,-0.5884
Anthony Perosh,Light Heavyweight,12,E,11,,False,0.0,False,False,0.6,190.5,0.1667,8.3889,0.4314,0.5394,0.1391,0.1523,0.16666666666666666,0.5,22.0,0.3333,0.25,51.7778,3.5556,4.15,5.94,1.79,4.36,4.96,5.06,6.67,1.01,6.7,2.43,1.76,8.82,5.7,8.64,1.0453,0.5525,0.4635
