fighter,wc,tier_label,tier_weight,ever_champion,win_rate,n_rounds,cluster,distance_ratio,clinch_ratio,ground_ratio,head_ratio,body_ratio,leg_ratio,str_accuracy,td_per_round,td_accuracy,ctrl_per_round,sub_per_round,kd_per_round,output_per_round
John Makdessi,Lightweight,E,0.0,False,0.55,51,2,0.932089552238806,0.04776119402985075,0.020149253731343283,0.5059701492537313,0.24253731343283583,0.25149253731343285,0.49814126394052044,0.0,0.0,4.470588235294118,0.0,0.11764705882352941,52.745098039215684
John Moraga,Flyweight,C,0.0,False,0.5714285714285714,37,1,0.5866050808314087,0.18937644341801385,0.22401847575057737,0.558891454965358,0.2517321016166282,0.18937644341801385,0.43517587939698493,0.1891891891891892,0.23333333333333334,39.62162162162162,0.32432432432432434,0.05405405405405406,26.89189189189189
Johnny Case,Lightweight,E,0.0,False,0.6666666666666666,17,2,0.744408945686901,0.06070287539936102,0.19488817891373802,0.597444089456869,0.22044728434504793,0.18210862619808307,0.3883374689826303,0.5294117647058824,0.45,68.05882352941177,0.058823529411764705,0.11764705882352941,47.411764705882355
Johnny Eduardo,Bantamweight,D+,0.0,False,0.375,16,2,0.9019607843137255,0.04411764705882353,0.05392156862745098,0.5,0.11274509803921569,0.3872549019607843,0.3968871595330739,0.0625,0.2,7.1875,0.125,0.125,32.125
Johnny Munoz,Bantamweight,E,0.0,False,0.3333333333333333,15,0,0.7440476190476191,0.15476190476190477,0.10119047619047619,0.5476190476190477,0.31547619047619047,0.13690476190476192,0.36681222707423583,0.7333333333333333,0.2558139534883721,80.93333333333334,0.5333333333333333,0.0,30.533333333333335
Johnny Walker,Light Heavyweight,C,0.0,False,0.5333333333333333,28,2,0.6982543640897756,0.06982543640897755,0.23192019950124687,0.46633416458852867,0.09975062344139651,0.4339152119700748,0.5290237467018469,0.07142857142857142,0.4,17.678571428571427,0.10714285714285714,0.17857142857142858,27.071428571428573
Johny Hendricks,Welterweight,B,3.0,True,0.65,56,0,0.6836158192090396,0.23502824858757063,0.08135593220338982,0.6598870056497175,0.08700564971751412,0.25310734463276835,0.456656346749226,1.0892857142857142,0.5,86.03571428571429,0.10714285714285714,0.10714285714285714,34.607142857142854
Jon Fitch,Welterweight,D+,0.0,False,0.7647058823529411,50,3,0.29523809523809524,0.21587301587301588,0.4888888888888889,0.6571428571428571,0.20476190476190476,0.1380952380952381,0.5142857142857142,1.16,0.5471698113207547,154.12,0.28,0.04,24.5
Jon Jones,Light Heavyweight,S,10.0,True,0.9130434782608695,77,1,0.6470588235294118,0.159846547314578,0.19309462915601022,0.4852941176470588,0.239769820971867,0.2749360613810742,0.5890772128060263,0.5844155844155844,0.45918367346938777,65.87012987012987,0.14285714285714285,0.07792207792207792,34.48051948051948
Jon Tuck,Lightweight,E,0.0,False,0.4444444444444444,23,2,0.7993827160493827,0.09259259259259259,0.10802469135802469,0.5617283950617284,0.25308641975308643,0.18518518518518517,0.4004944375772559,0.13043478260869565,0.3333333333333333,48.869565217391305,0.30434782608695654,0.08695652173913043,35.17391304347826
Jonathan Goulet,Welterweight,E,0.0,False,0.4444444444444444,15,3,0.4691358024691358,0.19753086419753085,0.3333333333333333,0.6790123456790124,0.16049382716049382,0.16049382716049382,0.41968911917098445,0.9333333333333333,0.7,81.2,0.13333333333333333,0.13333333333333333,12.866666666666667
Jonathan Martinez,Bantamweight,D+,0.0,False,0.6666666666666666,42,2,0.8241262683201804,0.06989853438556934,0.10597519729425028,0.5569334836527621,0.21871476888387825,0.22435174746335965,0.4958077138065959,0.11904761904761904,0.35714285714285715,40.11904761904762,0.023809523809523808,0.21428571428571427,42.595238095238095
Jonathan Pearce,Featherweight,D,1.0,False,0.5555555555555556,19,3,0.5165745856353591,0.19613259668508287,0.287292817679558,0.7016574585635359,0.1850828729281768,0.1132596685082873,0.5331369661266568,1.5263157894736843,0.5,125.21052631578948,0.2631578947368421,0.0,35.73684210526316
Jordan Leavitt,Lightweight,E,0.0,False,0.6666666666666666,17,1,0.8181818181818182,0.1038961038961039,0.07792207792207792,0.24025974025974026,0.24025974025974026,0.5194805194805194,0.5767790262172284,0.8235294117647058,0.32558139534883723,92.3529411764706,0.23529411764705882,0.058823529411764705,15.705882352941176
Jordan Mein,Welterweight,D,1.0,False,0.5555555555555556,21,4,0.7188612099644128,0.099644128113879,0.18149466192170818,0.6619217081850534,0.14590747330960854,0.19217081850533807,0.47386172006745364,0.6666666666666666,0.6086956521739131,68.95238095238095,0.09523809523809523,0.14285714285714285,28.238095238095237
Jorge Gurgel,Lightweight,E,0.0,False,0.42857142857142855,21,0,0.6741573033707865,0.16573033707865167,0.1601123595505618,0.6910112359550562,0.09550561797752809,0.21348314606741572,0.3311627906976744,0.2857142857142857,0.25,75.14285714285714,0.047619047619047616,0.0,51.19047619047619
Jorge Masvidal,Welterweight,C+,2.0,False,0.5714285714285714,62,4,0.6905982905982906,0.17264957264957265,0.13675213675213677,0.594017094017094,0.24017094017094018,0.1658119658119658,0.49471458773784355,0.27419354838709675,0.53125,41.87096774193548,0.11290322580645161,0.14516129032258066,38.145161290322584
Jorge Rivera,Middleweight,E,0.0,False,0.5333333333333333,30,1,0.30158730158730157,0.4365079365079365,0.2619047619047619,0.6428571428571429,0.2275132275132275,0.12962962962962962,0.4967148488830486,0.23333333333333334,0.5,77.73333333333333,0.03333333333333333,0.26666666666666666,25.366666666666667
Jose Aldo,Bantamweight,A+,8.0,True,0.5714285714285714,79,4,0.9010339734121122,0.0413589364844904,0.05760709010339734,0.6742983751846381,0.206794682422452,0.1189069423929099,0.45254010695187163,0.16455696202531644,0.5,33.49367088607595,0.05063291139240506,0.08860759493670886,37.87341772151899
Jose Quinonez,Bantamweight,E,0.0,False,0.5555555555555556,21,2,0.7947214076246334,0.05865102639296188,0.1466275659824047,0.5131964809384164,0.1935483870967742,0.2932551319648094,0.45466666666666666,0.8095238095238095,0.4722222222222222,66.0,0.19047619047619047,0.14285714285714285,35.714285714285715
Joselyne Edwards,Women's Bantamweight,C+,2.0,False,0.75,34,2,0.8516042780748663,0.07219251336898395,0.07620320855614973,0.3836898395721925,0.32085561497326204,0.29545454545454547,0.5308729595457772,0.4117647058823529,0.3684210526315789,57.0,0.17647058823529413,0.029411764705882353,41.44117647058823
